tanggal,tahun,bulan,kecamatan,produksi_ton_gkg,pred_xgb_produksi_ton_gkg,lag12_produksi_ton_gkg,pred_xgb_panen_bersih_admin_ha,pred_xgb_yield_monthly_t_ha,pred_deep_produksi_ton_gkg,pred_agronomic_produksi_ton_gkg,prediksi_final_produksi_ton_v8
2024-02-01,2024,2,PATRANG,1270.1075363182083,1491.5251,1094.184639,258.77365,6.082949,1146.0902332985606,1574.1069,1484.776599294172
2024-02-01,2024,2,PUGER,372.3163224198552,150.34648,333.02461500000004,37.157078,6.1616797,0.9312935324036129,228.95001,170.39235562795443
2024-02-01,2024,2,RAMBIPUJI,3266.2815494235338,2553.134,2232.459792,413.83453,6.2366805,1291.5251639860667,2580.9539,2542.044079747437
2024-02-01,2024,2,SEMBORO,1781.0172163112911,2017.2158,1786.49172,313.33932,6.1640663,1819.630769606868,1931.4443,1993.860685224688
2024-02-01,2024,2,SILO,2961.5626982950826,2933.6614,2919.8407770000003,472.88876,6.2483764,2589.5265935697553,2954.7869,2936.079674813548
2024-02-01,2024,2,SUKORAMBI,710.050850540146,725.76556,1819.9285740000005,125.56843,6.1956553,1851.0577520963473,777.9787,784.9911080996608
2024-02-01,2024,2,SUKOWONO,4671.049054575031,3990.87,2126.167542,680.4562,6.0431585,3713.058272247147,4112.1045,3920.4908254060415
2024-02-01,2024,2,SUMBERBARU,4409.907604489578,4293.9873,4232.508524999999,676.9415,6.173301,3397.6157992578787,4178.964,4274.36762655857
2024-02-01,2024,2,SUMBERJAMBE,3171.857611890812,3127.1162,3390.0630300000003,510.83035,6.050342,2267.774731965419,3090.6985,3134.2321708214536
2024-02-01,2024,2,SUMBERSARI,399.8244097913815,456.92947,1878.543252,75.57223,6.1999264,1326.6546519657236,468.54224,525.7071579526903
2024-02-01,2024,2,TANGGUL,2614.267373809292,2544.249,2657.320911,407.00058,6.1222277,3650.3732880720963,2491.7502,2541.9546442543565
2024-02-01,2024,2,TEMPUREJO,625.1412638683219,263.7024,258.855156,53.12169,6.1609035,374.9674296280698,327.2776,272.7141114151672
2024-02-01,2024,2,UMBULSARI,110.31258281729788,196.26703,0.0,31.219961,6.263858,273.44760451230803,195.5574,186.90151445996045
2024-02-01,2024,2,WULUHAN,0.0,0.44881117,0.0,0.7845913,6.1410513,3.0446953075831975,4.8182154,1.062710979182463
2024-03-01,2024,3,AJUNG,4961.359550561501,4651.2114,4413.00987,746.3629,6.2308116,2374.140148122866,4650.447,4639.8589101321495
2024-03-01,2024,3,AMBULU,2844.023287105624,1359.4683,6194.516850000001,195.86992,6.1409454,39.67981510620004,1202.8265,1564.8798650174494
2024-03-01,2024,3,ARJASA,6164.328597995277,4119.5303,6751.913409000001,528.53204,6.0115843,2498.6914769390123,3177.315,4106.811251652064
2024-03-01,2024,3,BALUNG,393.1413263330905,629.3482,3191.875632,83.57762,6.1382966,882.1100011281139,513.02423,733.3734536261524
2024-03-01,2024,3,BANGSALSARI,241.579029689808,611.81506,19249.541136,99.71917,6.1702003,12964.964972620233,615.28723,1491.8844752464115
2024-03-01,2024,3,GUMUKMAS,449.5442794197447,987.7839,20598.700113000003,161.63693,6.273548,5088.147700135041,1014.03705,1917.0919185838206
2024-03-01,2024,3,JELBUK,3720.90047170873,2878.7737,6567.186353,333.77524,6.0432763,2771.1911836708186,2017.096,2927.597461900041
2024-03-01,2024,3,JENGGAWAH,3967.725605884577,3284.9941,3611.913282,527.7423,6.2690687,2596.7203633459476,3308.453,3303.832000702131
2024-03-01,2024,3,JOMBANG,11896.36046993919,7472.316,9155.149416,1167.783,6.2710977,3322.8006498268246,7323.281,7530.071551566314
2024-03-01,2024,3,KALISAT,3599.270296431382,2739.4368,7195.970664,383.9482,6.055154,3415.6710683656033,2324.8655,2889.495912379546
2024-03-01,2024,3,KALIWATES,276.15700178935697,489.09192,1362.3734250000002,71.64541,6.059734,573.179362243966,434.1521,522.3190912014029
2024-03-01,2024,3,KENCONG,3932.727541304957,4284.487,14899.04577,643.15625,6.174722,3028.498553503244,3971.3113,4739.897415169644
2024-03-01,2024,3,LEDOKOMBO,6464.07726724261,6260.8706,6543.35091,1032.4142,6.014657,2574.4180132849424,6209.617,6266.752077750071
2024-03-01,2024,3,MAYANG,2678.910856648145,2662.4048,2670.2519130000005,422.50766,6.2208896,1517.0140241279025,2628.3735,2657.8287673742825
2024-03-01,2024,3,MUMBULSARI,4201.064777236193,4045.5007,4140.975015,641.83374,6.2184644,2835.6097873757867,3991.2202,4042.116904056134
2024-03-01,2024,3,PAKUSARI,7037.192491500144,5620.5957,8113.9642920000015,886.0902,6.0199556,4218.097834764255,5334.2236,5696.641153431091
2024-03-01,2024,3,PANTI,4105.720714513342,4240.8535,4124.750175,661.90906,6.183177,3332.5285940329914,4092.701,4213.840729223364
2024-03-01,2024,3,PATRANG,4560.572176919335,3969.218,4830.129981,612.14624,6.05184,1473.5912109185033,3704.611,3971.386921440819
2024-03-01,2024,3,PUGER,620.527204033092,1069.9952,2549.1520530000003,172.80719,6.2694926,56.372062291086586,1083.4135,1141.7509520068043
2024-03-01,2024,3,RAMBIPUJI,3057.925878353364,2876.6914,1008.207648,420.77972,6.25929,2041.5792261307342,2633.7825,2753.2064801031065
2024-03-01,2024,3,SEMBORO,2846.0173760650023,2636.4663,2721.9856950000003,433.2682,6.1555457,2183.9239411729395,2667.0022,2644.9405041228256
2024-03-01,2024,3,SILO,3625.149360983608,3345.1357,3566.6792100000007,512.1749,6.2632747,2662.0279328858664,3207.8923,3335.6430407286475
2024-03-01,2024,3,SUKORAMBI,3446.195076328468,2524.7646,3170.006307,408.28995,6.2477903,3071.888677481568,2550.91,2559.0154882462843
2024-03-01,2024,3,SUKOWONO,7205.093166681984,7109.762,10937.149983,964.5854,6.0211253,3738.156341498364,5807.8896,7101.163538264376
2024-03-01,2024,3,SUMBERBARU,4446.153420416889,4292.91,4388.159475,720.4259,6.180589,3946.2767268384864,4452.6567,4320.623938844496
2024-03-01,2024,3,SUMBERJAMBE,3419.935860865514,3354.6238,3532.8025260000004,515.5962,6.0409584,2150.901134846711,3114.695,3328.159563811962
2024-03-01,2024,3,SUMBERSARI,2223.266036264197,2106.2793,3939.469344000001,277.59705,6.2027397,1805.0589583688393,1721.8622,2136.9185677248147
2024-03-01,2024,3,TANGGUL,3047.014580811736,3391.2498,4410.791172,555.7179,6.107888,3844.567388471041,3394.2627,3439.8025971317625
2024-03-01,2024,3,TEMPUREJO,1325.4748204226464,1134.6947,6804.123120000001,201.54068,6.266022,1211.2903482164118,1262.8584,1420.8786024176718
2024-03-01,2024,3,UMBULSARI,3107.1377493538903,2855.141,5667.062940000001,452.18765,6.2672772,757.9429688392034,2833.9854,2984.7683860716916
2024-03-01,2024,3,WULUHAN,1044.1579513477625,972.4022,6597.537965999999,137.17186,6.1433864,1024.3734383789138,842.6997,1219.015713565228
2024-04-01,2024,4,AJUNG,4991.797339215253,4314.961,4836.175200000001,668.72546,6.2304854,3564.291940123514,4166.4844,4317.977805100889
2024-04-01,2024,4,AMBULU,5112.991316159122,4398.1426,15633.488565,666.30786,6.245983,9127.18470135383,4161.7476,4894.009626264297
2024-04-01,2024,4,ARJASA,2052.82669629634,1438.1516,545.369652,277.8941,5.98624,1768.9308639264732,1663.5408,1428.7784847395417
2024-04-01,2024,4,BALUNG,17177.25179670734,7055.341,16207.232139,1021.95905,6.1776943,9087.34934511146,6313.3506,7379.3971827836185
2024-04-01,2024,4,BANGSALSARI,24327.008289763664,6663.004,3202.2262980000005,1073.3198,6.180514,7245.308075472407,6633.668,6495.416548538042
2024-04-01,2024,4,GUMUKMAS,28210.443068792472,7758.1704,5484.8247552,1159.1172,6.283475,4118.042542273231,7283.2837,7581.8616470203
2024-04-01,2024,4,JELBUK,3363.3758733413874,1392.657,702.627648,333.34323,5.98496,412.54036466124654,1995.0459,1447.648138721329
2024-04-01,2024,4,JENGGAWAH,18257.73735832825,8646.902,18337.871286,1280.9755,6.2839985,10865.276042372709,8049.648,9017.436179374434
2024-04-01,2024,4,JOMBANG,1329.3398145405408,1833.4476,2197.962459,274.6833,6.2815566,3608.903517505811,1725.4386,1834.951268726049
2024-04-01,2024,4,KALISAT,7974.041265284655,6480.379,5596.866072,1055.6135,6.054682,7428.364558439427,6391.404,6425.751267795058
2024-04-01,2024,4,KALIWATES,3067.105424128603,1970.5579,260.3646990000001,324.63684,6.0092897,693.6925011407712,1950.8368,1886.9828157370055
2024-04-01,2024,4,KENCONG,19099.246273116136,8383.513,7311.284316,1293.4302,6.1583443,2165.2386601261705,7965.388,8272.138132270391
2024-04-01,2024,4,LEDOKOMBO,4170.561648828943,4105.0044,4215.77055,706.3468,5.9926767,2952.843583233213,4232.908,4128.822202483516
2024-04-01,2024,4,MAYANG,2593.866067548204,2617.9385,2585.482011,416.13467,6.214546,3155.398745735844,2586.0881,2611.777411891773
2024-04-01,2024,4,MUMBULSARI,2810.828022919591,2836.2515,2841.25293,449.98303,6.2118654,3444.213195321827,2795.2341,2830.5257451838115
2024-04-01,2024,4,PAKUSARI,2088.798774650962,1582.7441,317.73319200000003,254.93849,6.018171,980.5479172202107,1534.2634,1515.998316674668
2024-04-01,2024,4,PANTI,8574.244437672929,7942.447,8488.963350000002,1146.4076,6.1898932,5809.1572847632815,7096.1406,7845.230191744924
2024-04-01,2024,4,PATRANG,1689.538397148873,1414.5195,1348.083837,246.1553,6.041925,2338.347451856397,1487.2518,1421.9556830444062
2024-04-01,2024,4,PUGER,19360.44876583247,8120.923,22161.274380000003,1146.8158,6.281894,6482.732999871443,7204.1753,8650.278405521942
2024-04-01,2024,4,RAMBIPUJI,7335.345243264484,7194.8237,9061.86636,1199.415,6.264123,3434.954203021589,7513.283,7329.221700627787
2024-04-01,2024,4,SEMBORO,2256.356270664642,2369.193,2178.795645,370.86697,6.1571317,3770.2369031577196,2283.4768,2347.7491226185266
2024-04-01,2024,4,SILO,2918.552451639345,2890.69,2871.479025,464.34048,6.2833533,2815.2540598413784,2917.6152,2893.6968406883143
2024-04-01,2024,4,SUKORAMBI,2295.42300821168,2227.0007,1766.4012630000002,356.9038,6.257118,3154.4578461851843,2233.1892,2206.1632740988953
2024-04-01,2024,4,SUKOWONO,2043.583961376576,1387.6738,1429.457274,258.3234,5.984948,1989.4119691525093,1546.0521,1412.6655349755436
2024-04-01,2024,4,SUMBERBARU,3781.6467950828433,3810.0674,3436.2940499999995,646.7362,6.1842012,4659.163483840277,3999.5469,3819.968310492821
2024-04-01,2024,4,SUMBERJAMBE,1712.9212429205509,2117.7554,1724.7689100000002,337.09845,6.0395064,2501.804042528248,2035.9082,2087.3130241687227
2024-04-01,2024,4,SUMBERSARI,5143.195816861861,3664.8508,1915.01982,692.23425,6.202211,510.8003098383552,4293.383,3673.6268966566017
2024-04-01,2024,4,TANGGUL,5430.088241290954,6071.698,4513.227579,1001.14386,6.0920477,4207.12110476676,6099.016,6002.120367650453
2024-04-01,2024,4,TEMPUREJO,3686.875507286152,3986.7112,8857.135458,629.1757,6.281661,6027.639902136997,3952.2686,4211.553549085454
2024-04-01,2024,4,UMBULSARI,7384.814571935775,6103.4194,1226.6370000000002,1043.4705,6.273994,1392.367887526593,6546.7275,5937.704436976854
2024-04-01,2024,4,WULUHAN,17162.955547602436,7495.5864,18723.739032,1076.2305,6.2458653,12317.17841176802,6721.9907,7913.033413838154
2024-05-01,2024,5,AJUNG,4991.797339215253,5282.3276,4926.853485000001,815.5251,6.2292376,3967.4540796582364,5080.0996,5236.158583139969
2024-05-01,2024,5,AMBULU,11469.852157887515,4773.236,0.0,783.7373,6.28403,107.73023316974054,4925.029,4570.036594786005
2024-05-01,2024,5,ARJASA,274.8799279940969,772.00256,1885.082058,115.601974,5.984815,2718.360252435498,691.85645,812.8827883561036
2024-05-01,2024,5,BALUNG,1366.9221500196686,610.0226,0.0,116.852684,6.1922774,7.234225064923009,723.5842,597.7398269163524
2024-05-01,2024,5,BANGSALSARI,0.0,2.20769,90.45837000000002,0.8297063,6.1811385,3.6792404380587707,5.1285295,6.7970141528426895
2024-05-01,2024,5,GUMUKMAS,0.0,2.0802402,0.0,1.2576463,6.2855296,354.97810371203394,7.904973,2.8286763541629933
2024-05-01,2024,5,JELBUK,381.9616824082992,607.18585,197.366975,99.49561,5.9817038,515.2143037112379,595.15326,586.0964869510548
2024-05-01,2024,5,JENGGAWAH,49.5965700735572,131.5705,30.250530000000005,18.450172,6.2845745,98.35113280747596,115.951485,124.51875354893471
2024-05-01,2024,5,JOMBANG,1624.7486622162166,1789.1038,1616.6831310000002,267.72113,6.284212,2208.515216574577,1682.4164,1765.4600579292571
2024-05-01,2024,5,KALISAT,5085.153264201575,4546.4517,2157.6153870000003,766.5984,6.057993,5199.534939495954,4644.048,4447.901337970688
2024-05-01,2024,5,KALIWATES,170.39474578492238,312.6597,466.234461,49.80552,6.0077267,915.5135698576655,299.21796,317.9535884280294
2024-05-01,2024,5,KENCONG,336.2331943711108,351.742,184.31809200000004,53.77401,6.1457434,38.93927223783709,330.48126,340.75062863371716
2024-05-01,2024,5,LEDOKOMBO,4258.54818150466,4351.546,4310.77383,680.5383,6.00207,3052.0944152510447,4084.6387,4310.827551140129
2024-05-01,2024,5,MAYANG,2709.28399561241,2707.1958,2700.526878,442.28186,6.2167597,4036.2361995455854,2749.56,2713.0386001336396
2024-05-01,2024,5,MUMBULSARI,2337.297600051928,2553.6274,2387.8615050000003,409.6257,6.212453,4014.9525654871077,2544.7803,2544.5185875765023
2024-05-01,2024,5,PAKUSARI,117.678804205688,290.3982,729.6095520000001,43.79039,6.0193605,1803.9320529454812,263.59015,307.22929354580236
2024-05-01,2024,5,PANTI,876.7739375617591,1312.969,868.0533750000001,198.52965,6.187208,3913.018363366608,1228.3442,1279.6722552188012
2024-05-01,2024,5,PATRANG,803.4168601826807,1219.0691,574.2958050000001,178.89027,6.0466437,2256.2054755363242,1081.6858,1168.6722247498694
2024-05-01,2024,5,PUGER,5752.287181386762,2653.9763,0.0,495.9898,6.2855697,4.1189950999759315,3117.5784,2596.1112260120244
2024-05-01,2024,5,RAMBIPUJI,2077.428602729039,2392.5967,2058.423948,362.37204,6.2648125,3020.5423610134817,2270.1929,2359.0351199757843
2024-05-01,2024,5,SEMBORO,2533.135973199505,2596.7822,2571.0995700000003,423.37286,6.156456,4325.918047186809,2606.4763,2596.9792010352207
2024-05-01,2024,5,SILO,2918.552451639345,2943.7373,2871.479025,465.2749,6.287835,3671.8397032353723,2925.5718,2937.6869333658615
2024-05-01,2024,5,SUKORAMBI,1040.591763722628,1054.8577,874.2794130000002,185.90979,6.259519,2092.8570104711034,1163.7059,1062.156474117617
2024-05-01,2024,5,SUKOWONO,869.9828864145995,1187.5747,594.606177,178.00124,5.982072,1210.473166895938,1064.8162,1141.748313173572
2024-05-01,2024,5,SUMBERBARU,1878.7414588989843,2247.1643,1963.5966,385.2892,6.1823907,2816.2722252641706,2382.0085,2253.381203886087
2024-05-01,2024,5,SUMBERJAMBE,1464.8429939458504,1785.65,1492.817229,271.04422,6.0430183,2598.1648127543594,1637.9252,1750.3590666382522
2024-05-01,2024,5,SUMBERSARI,139.33274886669352,332.12933,656.5782240000001,42.353306,6.197751,529.0414683594561,262.49524,337.3198381544142
2024-05-01,2024,5,TANGGUL,2661.6917252616136,2649.6162,2892.3220800000004,424.6959,6.089462,3869.8725464037625,2586.1694,2651.8483499895556
2024-05-01,2024,5,TEMPUREJO,7800.861987659859,4080.2844,345.97027800000006,781.7562,6.2848716,2271.558852044865,4913.2373,4025.1193533291525
2024-05-01,2024,5,UMBULSARI,0.0,5.0168266,177.862365,2.798798,6.2680125,820.8188607432363,17.542902,14.99450472106155
2024-05-01,2024,5,WULUHAN,4426.729518288716,1778.2731,0.0,297.76132,6.2835894,39.2275264746959,1871.0099,1707.8305829991762
2024-06-01,2024,6,AJUNG,5539.67753498278,5394.4346,4896.627390000001,882.3757,6.230058,3380.6761483779546,5497.252,5385.88591492516
2024-06-01,2024,6,AMBULU,1975.1897993964333,1001.08844,0.0,137.3777,6.291368,2.545292676266956,864.2937,933.9616421488006
2024-06-01,2024,6,ARJASA,4977.0812494250295,4725.158,5732.309276999999,750.21094,5.9829736,3530.797307387159,4488.492,4738.289659071261
2024-06-01,2024,6,BALUNG,0.0,2.0855372,0.0,1.0182762,6.1897583,0.4086305542339814,6.3028836,2.6000943075767533
2024-06-01,2024,6,BANGSALSARI,90.592136133678,106.31857,60.305580000000006,17.368958,6.1578665,4.311793875652372,106.95572,104.23970266089965
2024-06-01,2024,6,GUMUKMAS,153.95352034922766,198.49901,477.4735836,23.967545,6.1912646,163.41430979154018,148.3894,204.38128572451262
2024-06-01,2024,6,JELBUK,2295.948658311713,2269.4863,3052.4319370000003,360.94815,5.9796753,3802.6046316207135,2158.3528,2290.282707361125
2024-06-01,2024,6,JENGGAWAH,142.59013896147695,188.85329,90.75159,25.726326,6.2914877,83.09970549062527,161.85686,180.29974822068115
2024-06-01,2024,6,JOMBANG,8733.024059412164,5691.36,1338.153453,993.83264,6.292562,3145.0972289190477,6253.7534,5567.662566328762
2024-06-01,2024,6,KALISAT,3984.0607064117103,3445.7314,5020.718094,610.1735,6.0584407,1942.9615326322041,3696.7002,3556.5369194292475
2024-06-01,2024,6,KALIWATES,240.90291645454545,331.47537,1392.64839,48.429493,6.009081,1255.0290206182933,291.01675,375.67445481862023
2024-06-01,2024,6,KENCONG,1080.7495533357137,772.3639,0.0,118.888596,6.1422534,70.02880397498268,730.2439,729.7919279327616
2024-06-01,2024,6,LEDOKOMBO,4856.856603699529,5027.4316,4821.41646,824.11383,6.001033,2922.9444660020677,4945.534,5005.8056645809365
2024-06-01,2024,6,MAYANG,3019.090013047909,3013.6187,3009.3315210000005,494.76257,6.215399,4347.180242962356,3075.1467,3022.3592611429035
2024-06-01,2024,6,MUMBULSARI,5299.898194403462,5224.6406,4914.763047,885.938,6.2117534,5060.115709157926,5503.2285,5250.5086174999105
2024-06-01,2024,6,PAKUSARI,3471.5247240677963,3013.1787,6884.219160000001,474.4183,6.018939,5529.740409421196,2855.4949,3172.944692432527
2024-06-01,2024,6,PANTI,2436.826874740613,2481.963,2412.5897250000003,407.30167,6.1865973,4270.286881308056,2519.8115,2484.190173833393
2024-06-01,2024,6,PATRANG,1453.239320624555,1650.788,2073.5101170000003,277.49744,6.044783,4746.038193218721,1677.4119,1674.607074519493
2024-06-01,2024,6,PUGER,372.3163224198552,393.50754,0.0,63.182632,6.2926717,13.255010535853467,397.58755,375.52987081287796
2024-06-01,2024,6,RAMBIPUJI,3958.757750333213,2657.9102,822.169332,429.027,6.271474,1907.5127184995802,2690.6316,2576.032544955153
2024-06-01,2024,6,SEMBORO,2358.64442160144,2317.6914,2257.2564300000004,376.97437,6.159297,4575.976132573923,2321.897,2315.4505831999777
2024-06-01,2024,6,SILO,3317.933313442624,3297.0183,3264.4182600000004,541.4991,6.2869124,2345.0819922868677,3404.3574,3311.0812591632066
2024-06-01,2024,6,SUKORAMBI,1530.282005474453,1365.9377,868.331934,229.74843,6.2640705,3840.784719419106,1439.1604,1353.0970829809962
2024-06-01,2024,6,SUKOWONO,7444.484430728956,7651.635,6402.527118,1297.2335,5.980238,5482.652117593661,7757.765,7608.111740944436
2024-06-01,2024,6,SUMBERBARU,6343.017787279529,6321.9717,5286.145725,1051.2986,6.180626,4257.888483943769,6497.683,6298.627402966426
2024-06-01,2024,6,SUMBERJAMBE,3366.7762360852203,3165.653,2884.5273150000003,534.29565,6.041177,3018.010086765803,3227.7744,3161.415149577261
2024-06-01,2024,6,SUMBERSARI,854.1703300088602,799.6855,1367.8713000000002,125.376595,6.198587,604.9439439758547,777.1577,823.2253652096682
2024-06-01,2024,6,TANGGUL,2353.433440821516,2409.106,2422.319742,376.43243,6.08043,3665.852091803681,2288.871,2392.2537573545956
2024-06-01,2024,6,TEMPUREJO,0.0,3.164508,898.308792,2.318859,6.2865887,4068.5938571297925,14.577713,47.067666577775135
2024-06-01,2024,6,UMBULSARI,110.31258281729788,113.772385,0.0,17.508492,6.191108,820.0957004353737,108.396965,107.62185596472337
2024-06-01,2024,6,WULUHAN,1069.1677226375289,699.6571,0.0,91.06851,6.2926817,6.309221562202026,573.0652,648.2386180552014
2024-07-01,2024,7,AJUNG,4017.7881022952033,4133.6973,3989.844540000001,653.7749,6.2292027,2578.0913518911507,4072.4963,4118.013086080594
2024-07-01,2024,7,AMBULU,0.0,2.5557382,0.0,1.7147593,6.3036504,5.663809432746503,10.809243,3.634749383031454
2024-07-01,2024,7,ARJASA,2549.949970328217,2205.7896,954.396891,392.43634,5.9931693,879.1329468186975,2351.9375,2167.975130872003
